track_name,album_name,artist_names,release_date,isrc,all_time_rank,track_score,spotify_streams,spotify_playlist_count,spotify_playlist_reach,spotify_popularity,youtube_views,youtube_likes,tiktok_posts,tiktok_likes,tiktok_views,youtube_playlist_reach,apple_music_playlist_count,airplay_spins,siriusxm_spins,deezer_playlist_count,deezer_playlist_reach,amazon_playlist_count,pandora_streams,pandora_track_stations,soundcloud_streams,shazam_counts,tidal_popularity,explicit_track
numb,Numb,marshmello,2022-06-10,USRC12202117,1219,42.9,401066217.0,70661,51920160,69,54641192,657641,420,8253,172191,2605082758,79,196397,2585,51,1008113,59,68018763,12536,1226486,2292241,,0
ojapiano,Ojapiano - Single,kcee,2023-06-03,QZNJW2329848,1222,42.8,27444985.0,8182,3092737,56,30407112,269687,2000000,36069120,619648663,,18,1210,11,1,112183,4,331855,165,,1476897,,0
area codes,Area Codes,kaliii,2023-03-17,USAT22301942,1220,42.8,228240866.0,33819,27729274,68,71928705,887392,431192,122679145,1249845764,501704711,37,90410,1642,5,60728,33,16590391,20001,,1338659,,1
medallo,Hecho En Medellï¿½,blessd,2021-10-27,COA6W2102282,1224,42.8,452087681.0,66494,24042564,65,509694751,2049523,244300,59474554,754567803,367804074,53,31265,145,13,1704398,13,5561332,3809,,1414880,,1
domingo abacaxi flamingo,Domingo Abacaxi Flamingo,bolofofos,2020-09-02,CACWV2000813,1221,42.8,12933566.0,1887,331053,51,1306329440,3311080,79148,1732260,40068889,,,2,,,,,,,,,,0
riptide,Ministry Of Sound Presents Chillout Sessions XVI,vance joy,2013-01-01,AULI01385760,1223,42.8,2541833602.0,369150,165607442,80,533440453,4627060,856131,383809767,3108986398,2161449,231,132498,171,91,540337,70,,,68063923,16496792,,0
ch y la pizza,Ch y la Pizza,fuerza regida,2022-12-01,QZ9QQ2200104,1230,42.7,511421362.0,37923,17851037,75,265678775,844731,68003,17455943,204148897,57,24,227,5,9,1456328,8,27745557,3997,,739587,,1
in ha mood,In Ha Mood,ice spice,2023-01-06,USUG12300365,1234,42.7,190126590.0,39734,15519701,63,71742798,984809,924557,175869184,1435693104,44538105,47,94993,2376,14,202602,36,7622027,6229,,1093911,,1
por quï¿½ï¿½ se,POR QUï¿½ï¿½ SE,grupo frontera,2024-05-09,FRX452426440,1225,42.7,29906024.0,1596,46272988,76,17263028,241869,,,,5110923,14,985,,9,2186605,23,3921881,273,,151296,,0
all mine,WASTELAND,brent faiyaz,2022-07-08,QM24S2203185,1232,42.7,315014005.0,61987,22567278,71,77564375,661614,129260,51356427,366123920,57858388,27,101865,21,3,28284,23,21452340,16317,13608463,1112722,,1
let me know (i wonder why freestyle),Sucker,juice wrld,2019-07-01,USUG11903494,1231,42.7,503584339.0,126610,15066503,72,125086953,1299743,204105,22035785,126546185,5351849,14,9,,5,64314,2,15467818,30501,94025613,1953038,,1
the night we met,The Night We Met,lord huron,2015-02-09,US53Q1200103,1226,42.7,2097181065.0,286668,123211490,84,807672690,8866507,451668,239330349,1722597041,7770380,78,11224,43,49,1101868,44,288302729,147940,2601964,8832956,,0
playa del inglï¿½,Playa Del Inglï¿½ï¿½s - Si,quevedo,2022-12-15,ES5152201707,1227,42.7,347558532.0,68744,34228107,67,151166424,705558,99164,14984269,323188246,6739337,18,18093,9,19,264043,27,503289,244,90739,687719,,0
boo!shut,BOO!SHUT,piggs,2023-03-24,JPU902300754,1233,42.7,29649.0,41,1972,3,463192119,1356721,,,,,,28,,,,,,,,1847,,0
hola perdida remix,HOLA PERDIDA REMIX,luck ra,2024-05-31,CLPP22400062,1228,42.7,8981282.0,873,40161269,70,10058975,233142,,,,18880887,14,493,,29,398272,11,23748,9,27,17326,,0
talk,Talk,yeat,2022-09-02,USUM72216448,1229,42.7,242057987.0,77898,8717113,67,39581789,457747,46710,13919189,109453452,92497,10,127,7,1,4435,11,1216305,3164,21272944,999699,,1
now and then,Now And Then,the beatles,2023-11-02,GBUM72203947,1235,42.6,66843778.0,23455,13808666,,52809148,1252936,10600,7478172,151511760,1532321384,36,37800,5,34,2915839,38,5217426,4549,,808129,,0
sign on the door,Sign on the Door,dora lachaise,2023-03-29,GBU2Z2200001,1236,42.6,,4,267,,466723346,563068,,,,,,5,,,,,,,,7,,0
for life (feat. zak abel & nile rodgers),For Life (feat. Zak Abel & Nile Rodgers),kygo,2024-04-19,USRC12400376,1240,42.6,36844307.0,4216,90998184,76,314701,7535,,,,,71,26695,27,71,14633006,27,671662,83,,226744,,0
kya loge tum,Kya Loge Tum,b praak,2023-05-15,INUM72300286,1238,42.6,89701636.0,2561,1939449,57,375460772,3277504,22300,649330,15339768,85756632,3,272,,,,5,720,,,104287,,0
california breeze,It's Only Me,lil baby,2022-10-14,USUG12207230,1237,42.6,116994951.0,45626,8408366,61,152685892,733891,,,,210645964,44,4710,200,5,90714,1,44593072,13300,17609055,671214,,1
nonstop,Scorpion,drake,2018-06-29,USCM51800191,1239,42.6,1118459427.0,175188,51548109,71,409939539,3134200,1703073,223929731,2167216619,2107447,147,242,107,28,228758,30,283709268,193608,6347238,4021390,,1
love dive,LOVE DIVE,ive,2022-04-05,KRA382204375,1243,42.5,397988770.0,28165,11131897,69,583304882,4759365,204227,219351151,1878718115,189613465,31,3065,78,7,42644,10,731310,1474,,468601,,0
alucin,Alucin,eugenio esquivel,2023-11-17,QMFMF2346943,1242,42.5,207103587.0,16933,25825570,,85555081,727436,,,,83238337,14,3573,5,26,9087254,3,1748090,2815,,705754,,1
go stupid,Go Stupid,polo g,2020-02-14,USQX92000261,1241,42.5,416388749.0,112485,21170575,69,122253253,1631776,248954,151447909,940333420,7278941,27,9098,125,11,24022,11,18692714,21103,80439766,1046790,,1
popstar (feat. drake),POPSTAR (feat. Drake),dj khaled,2020-07-17,USSM12004501,1247,42.4,712664065.0,165234,35485186,63,384597914,4775085,257346,28205851,247613041,279342315,183,93,259,50,80760,42,76691890,33455,,3773076,,1
qual ï¿½ï¿½ o seu des,Qual ï¿½ï¿½ seu des,tz da coronel,2024-02-29,BC2TS2400002,1244,42.4,71586678.0,6088,12104937,73,68170959,616414,,,,196516221,17,15,,36,7534674,23,,,,,,1
lovesick girls,THE ALBUM,blackpink,2020-10-02,KRA402000136,1248,42.4,561712007.0,40766,14363550,65,959285337,16946156,578093,95381031,694367550,179751718,55,23131,9,16,106541,14,3443241,5033,,977988,,0
solo (feat. demi lovato),Solo (feat. Demi Lovato),clean bandit,2018-05-17,GBAHS1800328,1246,42.4,1042065058.0,114049,30877323,64,90354845,1452644,7280799,217591835,3283690900,,126,94478,,110,433384,54,47638322,44602,,14928007,,0
una vida pasada,Una Vida Pasada,camilo,2024-04-02,USSD12400106,1249,42.4,50955386.0,2952,47126163,81,40003695,294012,11400,3726119,40019764,30907986,40,4576,,42,3315443,19,845380,344,,217303,,0
steven universe,Steven Universe,l.dre,2020-02-21,QZFZ32084911,1245,42.4,54104852.0,14464,2212197,50,,,10501056,2714697966,22902123485,,5,33,,2,287,,126291,698,,503200,,0
places to be,places to be,fred again..,2024-05-31,GBAHS2400279,1250,42.4,11581454.0,2277,40816159,73,443994,16154,,,,4330498,51,1187,1,29,929803,47,35871,34,148032,48101,,1
asi es la vida,ASI ES LA VIDA,enrique iglesias,2023-09-28,USSD12300536,1254,42.3,123776123.0,11830,22722898,,144081808,854410,135600,3931596,80775271,258781688,36,2,,34,1435593,27,5728517,1038,,985508,,0
corazï¿½,Corazï¿½,maluma,2017-11-03,USSD11700459,1251,42.3,598040653.0,52952,15758764,64,1871767126,7019685,37943,11651047,44176203,334146897,38,19241,176,31,141022,17,146563344,38361,,3689896,,0
elvira,Elvira,oscar maydon,2023-12-20,QZ9QQ2300978,1255,42.3,183146334.0,8183,47711465,81,97178744,465269,,,,1252418051,13,,,10,2291939,19,1762919,1461,,382419,,1
fantasias,Fantasias,rauw alejandro,2019-08-29,QM6P41989279,1253,42.3,663578551.0,76919,24789585,67,1120507756,4714790,264337,14860378,121300058,48140480,60,18961,53,23,251089,36,53117205,9900,7834351,1795507,,0
el jefe,El Jefe,shakira,2023-09-20,USQX92305281,1252,42.3,122882453.0,11838,10617531,,164469434,2120071,1,8480,72400,11351590,8,16284,162,23,340362,14,9108491,4377,37878,481428,,1
am,AM,nio garcia,2021-01-28,QM4TW2137909,1257,42.2,361357607.0,70546,11143810,57,668095711,3934415,1100094,123820134,1087148231,57766471,27,12106,25,11,1615617,7,21888540,3685,,767913,,1
te lo agradezco,Te Lo Agradezco,kany garcï¿½,2023-07-27,US5022300029,1258,42.2,169162533.0,9016,8885567,73,210403837,848450,30483,1140777,22480064,749855362,14,9599,,22,3911259,3,11103615,2348,,623417,,0
plebada,PLEBADA,el alfa,2023-06-08,QM6P42370020,1260,42.2,148677837.0,17100,7456228,65,254704259,1938875,1567,35439,724569,12152639,21,3440,2,4,30339,6,7824927,3804,,405352,,0
marea (weï¿½ï¿½ï¿½ve lost da,Marea (Weï¿½ï¿½ï¿½ve Lost Da,fred again..,2021-02-22,GBAHS2100041,1259,42.2,336943720.0,191372,29642267,71,31888669,286044,31989,11683008,155341425,6032497,91,61528,27,38,184585,27,1787403,1430,6270623,5947514,,0
fall in love,Fall In Love,bailey zimmerman,2022-02-11,USWB12200122,1262,42.2,262185115.0,47288,6430525,71,121592933,606455,47803,14280562,149251921,378953464,25,187078,123,3,95430,23,177097668,19788,7478229,1389636,,0
cupid,The Beginning: Cupid - Single,fifty fifty,2023-02-24,KSA012239180,1256,42.2,212084990.0,34632,4625072,37,191028847,3745346,159346,66491755,543360467,54875497,15,41846,809,,,4,2219997,17467,,1249929,,0
dj gamm gamm piri slow,Dj Gamm Gamm Piri Slow,dj bahbus,2022-09-28,SGB502262965,1265,42.1,32014.0,7,10,,68945,653,4500000,27946393,533737667,,,,,,,,,,,3942,,0
guilty as sin?,THE TORTURED POETS DEPARTMENT,taylor swift,2024-04-18,USUG12401036,1264,42.1,165611453.0,4418,21928475,78,9873283,96083,,774900,6383500,,34,323,,7,79183,54,1431013,1158,,79964,,0
waiting for love,Ibiza Residence 2015,avicii,2015-01-01,CHB701400134,1263,42.1,1397975653.0,205128,62368816,74,1701608739,13598875,1175137,19503025,154837616,180189999,130,56643,,69,344319,23,35406623,22105,,10834953,,0
bombï¿½,LEGENDADDY,daddy yankee,2022-03-25,USUG12201723,1272,42.0,129335327.0,27681,6391085,60,215778342,1548240,2800000,211713881,2692316483,2785686,10,15812,62,13,79203,2,12393972,2820,439602,914770,,1
hello,Hello,muramatsu karaoke,2015-12-04,USE831522275,1268,42.0,3531.0,2,4,,3250879013,19819631,,,,2025160205,,,,,,,,,,,,0
every chance i get (feat. lil baby & lil durk),KHALED KHALED,dj khaled,2021-04-30,USSM12102263,1271,42.0,352955079.0,108705,24218793,68,285741830,1939019,39265,21216408,177512619,42187695,73,84880,114,8,85919,30,158532295,29915,,2091659,,1
mo bamba,Mo Bamba,sheck wes,2017-09-19,QM24S1703585,1266,42.0,1056346890.0,198581,38436526,71,498454408,5874304,1043308,86359858,1247183383,30421918,74,32288,40,26,182979,5,106799012,511514,,6159848,,1
bank account,Issa Album,21 savage,2017-07-06,USSM11705546,1267,42.0,1150653471.0,195032,31101180,70,822892668,6651112,909432,91295431,812215684,49508355,112,61,35,45,159480,20,252331684,206623,,4014637,,1
"one of the girls (with jennie, lily rose depp)",The Highlights (Deluxe),the weeknd,2021-02-05,USUG12303881,1269,42.0,939627795.0,67381,127728248,87,371522364,3979062,47277,42074581,265186570,596597973,61,26883,216,65,10250543,23,6907370,4533,6332660,4254554,,0
get you the moon (feat. snï¿½ï,Get You The Moon (feat. Snï¿½ï,kina,2018-10-08,USSM11808093,1270,42.0,1020435750.0,157944,42123948,69,199282045,3250046,4868621,2193688729,21650351404,20366285,70,2225,95,51,819864,13,91698638,75258,958439,7130025,,0
never felt so alone,Never Felt So Alone,labrinth,2023-04-07,USSM12302165,1275,41.9,269669185.0,44019,21429823,67,29035288,608532,581320,71546908,531883271,310252051,43,10042,444,23,268315,11,5505845,2665,3725738,1595888,,0
baile do bruxo,Baile do Bruxo,tropa do bruxo,2023-09-29,QZWDE2303666,1273,41.9,155915718.0,26646,24127645,,76324065,717892,,,,9259796,9,23,,28,3171686,15,,,3639158,315593,,1
love me jeje,Love Me JeJe - Single,tems,2024-04-25,USRC12400907,1274,41.9,34621656.0,4787,53092639,76,8346529,193964,,1315,9450,777,104,8241,41,34,563039,83,1495398,339,,251413,,0
heather,Kid Krow,conan gray,2020-03-20,USUM71924264,1276,41.8,1675083208.0,191604,123682546,80,138807824,3143644,564728,142804065,755895289,22941276,105,36474,10,42,628449,29,25061083,81558,,2614466,,0
come & go (with marshmello),Come & Go (with Marshmello),juice wrld,2020-07-09,USUG12001904,1277,41.8,959313617.0,180366,25884639,71,135893380,1681113,162507,9358347,37813204,132565766,55,87770,23,18,72159,30,104188774,65410,,3451067,,1
mas rica que ayer,Mas Rica Que Ayer,anuel aa,2023-03-02,QM4TX2320032,1278,41.7,256112908.0,34370,18181647,67,245635362,1493703,,,,71623054,18,14967,122,5,132180,15,4994796,1116,,542476,,1
love again,Future Nostalgia,dua lipa,2020-03-27,GBAHT1901302,1279,41.7,665464734.0,90805,19218236,67,419361718,3354831,100817,29557917,296169569,2170415568,104,381613,593,46,572047,6,75309642,14292,,6223371,,0
bï¿½ï¿½cane - a colors,Bï¿½ï¿½cane - A Colors Show - Si,yamï¿,2023-06-01,DEXC82300032,1280,41.7,120595666.0,37922,4374053,69,73217073,1365919,19000,98120656,730008954,73349188,22,7444,,6,175058,1,99951,539,4548785,3106294,,1
all of me,american dream,21 savage,2024-01-12,USSM12304894,1283,41.6,87111207.0,20380,29657028,,4705879,71296,,,,18111,7,60,2,6,76615,7,2375480,751,3544659,125463,,1
giving me,Giving Me,jazzy,2023-03-10,GBUM72206719,1284,41.6,150463218.0,44298,37322737,67,57191900,289311,98700,19724036,275361521,109250442,55,55943,250,27,1088411,17,31188,365,8850596,1009861,,0
attitude (feat. charlie wilson & cash cobain),Attitude (feat. Charlie Wilson & Cash Cobain),don toliver,2024-05-22,USAT22402817,1281,41.6,14204736.0,2162,41453309,,4045474,77878,,,,19998473,25,1129,13,10,1427143,38,824554,166,730562,,,1
what do you mean?,Full Circle: The Live Anthology,justin bieber,2011-11-20,USUM71511919,1282,41.6,1599742798.0,137106,54447816,74,2719936771,14654354,52164,21325500,155713369,542692288,272,83466,246,102,802236,50,383946248,288504,346764,6038700,,0
bailando - english version,S** AND LOVE,enrique iglesias,2014-01-01,GBUM71401975,1289,41.5,218205900.0,28233,7288674,50,3559338569,11289750,15933,7120449,81433215,414560765,23,617,,15,105771,13,,,,1719741,,1
ýýýýýýýýýýýý ýýýýýýýýýýýýýýýý ýýýýýýýýýý,ýýýýýýýýýýýý ýýýýýýýýýýýýýýýý ýýýýýýýýýý - Single,jazzdauren,2024-03-01,RUAGV2400963,1287,41.5,2902263.0,968,474517,56,77405121,532621,,304392,10302500,,11,8,,,,,,,,904938,,0
tv,Guitar Songs,billie eilish,2022-07-21,USUM72213724,1285,41.5,572602278.0,80064,39873526,76,115201405,1469402,11434,17523049,104843270,2139270640,53,5214,33,33,1444349,14,4031121,8582,7208492,1521109,,0
but daddy i love him,THE TORTURED POETS DEPARTMENT,taylor swift,2024-04-18,USUG12401033,1286,41.5,154819909.0,3535,21565868,76,10014516,120378,,,,,41,,,5,52934,59,4441601,3123,97074,67086,,1
tiroteo - remix,Tiroteo (Remix),marc seguï¿,2021-04-01,USWL12100143,1288,41.5,654941874.0,83163,29637614,75,556407060,2672779,97077,17542951,187609192,19169168,65,26498,15,34,347762,22,335231,2375,457443,2646335,,0
pushin p (feat. young thug),DRIP SEASON 4EVER,gunna,2022-01-07,QMCE32200039,1291,41.4,368155242.0,125521,25605777,65,99364654,1057381,3477,2277982,17698609,234160263,59,94466,1152,25,560118,32,32428873,18612,,652382,,1
take me to church,Take Me To Church,hozier,2013-09-16,IEACJ1300031,1293,41.4,2544489950.0,238611,69693570,78,1690342490,16798785,107362,35030283,261203495,319369976,172,282,148,116,2848734,24,,,277623,29306436,,0
it's you,It's You,ali gatie,2019-06-14,USWB11901154,1292,41.4,1123039235.0,140766,29272883,72,763620890,9727420,653947,81833797,590573342,508662069,67,28821,175,38,622944,17,,,1882234,4561219,,0
love lee,Love Lee,akmu,2023-08-21,KRA402300033,1294,41.4,72468277.0,10736,4247248,65,143446620,1074996,578162,105772835,1060502179,564698812,10,2373,,2,211572,18,18149,94,,257725,,0
jump,TYLA,tyla,2024-03-01,USSM12308661,1295,41.4,95341415.0,10243,123617533,77,10759752,345092,,,,193314741,83,13371,181,61,2010236,85,1121337,1297,,640594,,0
venom - music from the motion picture,Kamikaze,eminem,2018-08-31,USUM71813345,1290,41.4,788282679.0,139716,24601490,68,872454191,11385109,979801,566011362,5580305533,54163882,17,486,,8,245877,7,81227283,135394,2158019,4124065,,1
fantasmas,fantasmas - Single,humbe,2023-11-20,MXH912300041,1296,41.3,88072335.0,6388,10711840,,70685035,1063539,434100,101185703,825658316,173954035,14,207,,15,6092408,1,437481,2105,,859637,,0
basit numaralar,Basit Numaralar,zerrin ï¿½ï¿,2023-08-04,TRBTU2300129,1299,41.3,57370965.0,7149,2238082,58,215435066,698761,203800,7122446,297307993,292835488,8,10610,,2,1567770,,,,,714127,,0
karma,Midnights,taylor swift,2022-10-21,USUG12205717,1297,41.3,777305444.0,47435,45285568,75,97902815,1779726,219236,112157506,937766809,547684661,63,31306,405,18,2515239,45,59480642,30027,187009,1124725,,1
the painter,The Painter - Single,cody johnson,2023-08-11,QMCQK1900300,1298,41.3,107754524.0,16004,19123002,66,11577220,74756,52374,6216569,53554260,606141627,25,137184,6,4,89113,19,43933514,4975,670877,332849,,0
chiky boom,Chiky Boom,paylon,2022-11-18,ES5052200746,1300,41.2,41254.0,14,769,1,593750417,773861,,,,,,1,,,,,,,,,,0
me & u,Me & U,tems,2023-10-05,USRC12302300,1306,41.2,100830964.0,24220,30274256,,48323636,580854,1093,3894192,32857211,47720229,79,45835,132,29,687850,85,8257582,1714,,1015276,,0
vista al mar,Vista Al Mar,quevedo,2022-09-09,ZZOPM2239784,1303,41.2,511726944.0,74845,23960314,68,182250623,931096,91068,14320250,193905770,632374,15,12969,,15,49325,46,636907,315,,596476,,0
imagine,Imagine,carbonne,2024-05-03,FR9W12422486,1301,41.2,35864342.0,3113,9735703,77,11599115,162098,,,,,18,3813,,26,18492883,5,,,,356367,,0
all the stars (with sza),All The Stars (with SZA),kendrick lamar,2018-01-04,USUM71713947,1304,41.2,1638529683.0,207686,66120497,82,633789787,5683859,39792,33196158,211875110,75594850,152,10256,39,73,194391,52,139392569,70103,,8746447,,1
lehanga,Lehanga,jass manak,2019-07-25,FR59R1989925,1305,41.2,41063045.0,297,35247,,1741817091,12058286,3495,326094,7747330,26897247,1,,,,,,,,,,,0
x (feat. future),Savage Mode,21 savage,2016-07-15,QZ45A1600041,1302,41.2,581220786.0,115125,20776088,65,365678540,2841760,80,4912,98210,1771108,94,1992,17,16,78389,19,267465925,32765,159665164,1739069,,1
crazyz,Pa las Baby's Y Belikeada,fuerza regida,2023-10-20,QZ9QQ2300772,1314,41.1,202633616.0,12683,18918954,78,117472301,623131,,172878,1541896,84907151,11,19,,14,1870596,7,8147122,2211,,564296,,1
passionfruit,More Life,drake,2017-03-18,USCM51700072,1309,41.1,1625307365.0,288559,72837714,77,410329826,2747230,185316,144066647,907498533,2327344,241,26825,51,76,401696,28,176739390,142939,7711539,5160420,,0
like crazy,FACE,jimin,2023-03-24,USA2P2251865,1308,41.1,1165398518.0,16425,22818507,84,139608215,4239579,20340,5827931,25133495,252370542,20,7682,12,38,10012693,2,34061208,1010,,830091,,0
i donï¿½ï¿½ï¿½t wanna live forever (fifty shades d,I Donï¿½ï¿½ï¿½t Wanna Live Forever (Fifty Shades D,zayn,2016-12-09,USQ4E1602586,1312,41.1,1662288901.0,129306,54219735,75,1049659880,9224750,171618,1982231,6028763,508689201,130,33652,22,72,721612,29,305499151,225474,1739764,11706559,,0
what it is (solo version),What It Is (Versions),doechii,2023-03-17,USUG12301967,1311,41.1,308738277.0,38674,36667220,70,77532151,1140208,772763,103987020,1174579945,1724519,29,1879,1061,13,238695,25,20407479,2818,,759382,,1
bad and boujee (feat. lil uzi vert),Bad and Boujee,migos,2016-10-28,QMCE31600796,1307,41.1,936450891.0,173279,29410941,66,59661695,602296,2682279,45438518,288759827,4489,194,13967,18,36,153558,34,545450796,753193,,6813172,,1
subeme la radio (feat. descemer bueno & zion & lennox),SUBEME LA RADIO,enrique iglesias,2017-02-24,USRC11700058,1313,41.1,706158416.0,87667,24084151,65,1601099483,7360323,1069767,28595817,233419445,348204812,76,67073,69,57,239183,39,107237615,37694,446194,7039145,,0
soak city (do it),Soak City (Do it),310babii,2023-06-03,QZK6G2375527,1310,41.1,128855739.0,26723,26216067,65,17779741,246939,599910,159054107,1598512701,283635839,14,1318,1893,3,909981,14,12625658,6542,6657861,2066168,,1
the woo (feat. 50 cent & roddy ricch),Shoot For The Stars Aim For The Moon,pop smoke,2020-07-03,USUM72013367,1319,41.0,560691819.0,166545,26349705,65,303897464,2717884,28912,11579283,79349687,13529762,74,141789,103,18,130497,7,60873202,28297,,1879880,,1
cheerleader - felix jaehn remix radio edit,Cheerleader (Felix Jaehn Remix) (Radio Edit),omi,2014-05-20,USUS11202574,1318,41.0,1663491433.0,49556,9366950,52,1569239627,8709566,21605,7776168,60584088,282669797,267,16437,,142,1215325,42,466323984,730086,,23811147,,0
woah (feat. d3mstreet),Woah,krypto9095,2019-03-29,QZDA41998629,1315,41.0,92985109.0,21725,3265269,45,166739538,2648737,10646410,829818450,9273764020,2811433,11,,37,4,54214,3,3098187,8732,123199,2419836,,1
